product_id	prod_id	Quality	URL	supplier_id	High_res_img	Low_res_img	Thumbnail_img	UNCATID	Category_ID	m_prod_id	ean_upcs	model_name	original_supplier_id	product_view	on_market	country_market_set	Updated
1409	C4961A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1409;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1409_high_1501686737_0066_26570.jpg	http://images.icecat.biz/img/gallery_lows/img_1409_low_1501686738_532_26570.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1409_thumb_1501686739_498_26570.jpg	44103110	846	C4961A	0251842528164;5704327420323;0882780756823;0807027517364;4053162277458;0025184252816	C4961A	1		1	NL;BE;FR;GB;DE;GR;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AF;BR;CA;MX;TG	20170802171220
1410	C4963A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1410;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1410_high_1501689046_5607_27044.jpg	http://images.icecat.biz/img/gallery_lows/img_1410_low_1501689047_8929_27044.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1410_thumb_1501689048_9412_27044.jpg	44103110	846	C4963A	0002518425283;0251842528300;5704327420354;0807027517401;4053162277472;0132017690216;5052461633179;0025184252830;0882780756847	C4963A	1		1	NL;BE;FR;GB;DE;BG;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AF;CA;MX;TG	20170802175050
1411	C4964A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1411;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1411_high_1501689046_9793_7206.jpg	http://images.icecat.biz/img/gallery_lows/img_1411_low_1501689048_3031_7206.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1411_thumb_1501689049_367_7206.jpg	44103110	846	C4964A	3598580650670;0251842528478;5704327420361;0882780756854;4053162277489;0025184252847	C4964A	1		1	NL;BE;FR;GB;DE;RU;LT;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AF;CA;MX;TG	20170802175050
1414	C6614NE	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1414;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1414-HP.jpg	http://images.icecat.biz/img/norm/low/1414-HP.jpg	http://images.icecat.biz/thumbs/1414.jpg	44103105	377	C6614NE	7251845562588;0725184556258;2072518455625;0725184756078;0725184756047	C6614NE	1		1	DE	20170330102307
1414	C6614NE#251	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1414;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1414-HP.jpg	http://images.icecat.biz/img/norm/low/1414-HP.jpg	http://images.icecat.biz/thumbs/1414.jpg	44103105	377	C6614NE	7251845562588;0725184556258;2072518455625;0725184756078;0725184756047	C6614NE	1		1	DE	20170330102307
1415	51650CE	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1415;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1415-HP.jpg	http://images.icecat.biz/img/norm/low/1415-HP.jpg	http://images.icecat.biz/thumbs/1415.jpg	44103105	377	51650CE		50 Cyan Inkjet Print Cartridge	1		1	BE;DE	20170330110730
1416	51650YE	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1416;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1416-HP.jpg	http://images.icecat.biz/img/norm/low/1416-HP.jpg	http://images.icecat.biz/thumbs/1416.jpg	44103105	377	51650YE	0088698200247;5051749568240;5705965482575	51650YE	1		1	NL;BE;GB;DE;DK;FI;SE;IT;ES;AT;LU	20170330114528
1417	51605R	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1417;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1417_high_1496963103_793_13291.jpg	http://images.icecat.biz/img/gallery_lows/img_1417_low_1496963131_0001_13291.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1417_thumb_1496963144_6791_13291.jpg	44103105	377	51605R	0725355690309;5051964081869;4053162254824;0886981084822;3609740151743;5082014032227;3609740157110;5102014023343;0999998429422;0803983070042;0088698108482;4250905208797	51605R	1		1	NL;BE;FR;GB;DE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AF;CA;TG	20170722040446
1418	51625AE	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1418;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1418-HP.jpg	http://images.icecat.biz/img/norm/low/1418-HP.jpg	http://images.icecat.biz/thumbs/1418.jpg	44103105	377	51625AE	0886981919964;0088698603444;0088698603437;0088698603451;0088698613795;0725184755040;0088698183441;5705965717806;0725184755026;0725184754999;0088698603420;0088698603468;0088698191996	51625AE	1		1	NL;GB;DE;SE;IT;ES;SK;CZ	20170330114440
1418	51625AE#ABF	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1418;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1418-HP.jpg	http://images.icecat.biz/img/norm/low/1418-HP.jpg	http://images.icecat.biz/thumbs/1418.jpg	44103105	377	51625AE	0886981919964;0088698603444;0088698603437;0088698603451;0088698613795;0725184755040;0088698183441;5705965717806;0725184755026;0725184754999;0088698603420;0088698603468;0088698191996	51625AE	1		1	NL;GB;DE;SE;IT;ES;SK;CZ	20170330114440
1419	51641AE	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1419;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1419-HP.jpg	http://images.icecat.biz/img/norm/low/1419-HP.jpg	http://images.icecat.biz/thumbs/1419.jpg	44103105	377	51641AE	0886982002856;0088698603734;0088698603758;0088698183526;0088698200698;0807027502889;0725184755200;0088698603741;0088698603727;5705965478325;0088698200285;0725184755170;5052217033338	51641AE	1		1	NL;FR;GB;DE;IE;SE;IT;ES;SK	20170330122948
1420	C4800A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1420;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1420_high_1496968895_2118_18491.jpg	http://images.icecat.biz/img/gallery_lows/img_1420_low_1496968930_839_18491.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1420_thumb_1496968951_1476_18491.jpg	44103110	846	C4800A	0088698217290;0008869821729;0886982172900;0807027515278	C4800A	1		1	NL;GB;DE;FI;SE	20170721193418
1421	C4801A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1421;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1421_high_1496968893_6045_3170.jpg	http://images.icecat.biz/img/gallery_lows/img_1421_low_1496968945_8166_3170.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1421_thumb_1496968979_0569_3170.jpg	44103110	846	C4801A	0088698217306;0886982173068;5051964028581	C4801A	1		1	NL;BE;GB;DE;SE;IT;US	20170721193430
1422	C4802A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1422;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1422_high_1496968904_3128_6546.jpg	http://images.icecat.biz/img/gallery_lows/img_1422_low_1496968960_487_6546.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1422_thumb_1496968988_1333_6546.jpg	44103110	846	C4802A	0088698217313;0886982173167;0886982173136;5051395394217	C4802A	1		1	NL;GB;DE;IE;IT;ES;US;AS	20170721193410
1423	C4810A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1423;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1423_high_1496963296_3717_26707.jpg	http://images.icecat.biz/img/gallery_lows/img_1423_low_1496963342_046_26707.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1423_thumb_1496963377_3477_26707.jpg	44103110	846	C4810A	0886988572124;0735029131762;0807027515377;4033874262379;5051395528483;5052461798977;0080850136449;0999993937076;0088698857212;4054842864142;5029751008023;0008869885721;0601000694765;0882780549951	11	1		1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AF;AS;CA;CL;JM;MX;NZ;TG;TR;ZA;LU	20170722040354
1424	C4811A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1424;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1424_high_1496963296_8725_29205.jpg	http://images.icecat.biz/img/gallery_lows/img_1424_low_1496963314_3621_29205.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1424_thumb_1496963331_778_29205.jpg	44103110	846	C4811A	0886988572292;0735029212218;4054318314997;0088698857229;0882780549968	11	1		1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AF;AS;CA;CL;JM;MX;NZ;TG;TR;ZA	20170722040434
1425	C4920AE	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1425;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1425_high_1496968934_1533_3184.jpg	http://images.icecat.biz/img/gallery_lows/img_1425_low_1496968961_7124_3184.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1425_thumb_1496968986_5166_3184.jpg	44103110	846	C4920AE	0886983147082;7251847123572;0088698314708	C4920A	1		1	BE;UA;GB;DE;IE;SE;IT;ES	20170721193407
1426	C4921AE	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1426;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1426_high_1496968936_7521_18378.jpg	http://images.icecat.biz/img/gallery_lows/img_1426_low_1496968953_7053_18378.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1426_thumb_1496968969_2518_18378.jpg	44103110	846	C4921AE	0886983147150;7251847123640;4053162888364	C4921AE	1		1	UA;GB;DE;SE;IT;LU	20170721193416
1427	C3837A	SUPPLIER	http://prf.icecat.biz/index.cgi?product_id=1427;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1427-HP.jpg	http://images.icecat.biz/img/norm/low/1427-HP.jpg	http://images.icecat.biz/thumbs/1427.jpg	14111522	714	C3837A	0088698061732;5705965480335	Premium High-gloss White Film 230 g/mÂ²-A4/210 x 297 mm/50 sht	1		1	GB;DE;NO	20170609010924
1428	51634Z	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1428;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1428-2089.jpg	http://images.icecat.biz/img/norm/low/1428-2089.jpg	http://images.icecat.biz/thumbs/1428.jpg	14111522	714	51634Z	0088698030110	Premium Papier A4	1		1	NL;BE;GB;DE;DK;FI;SE;IT;ES;CZ	20170416084740
1429	CHP412	SUPPLIER	http://prf.icecat.biz/index.cgi?product_id=1429;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1429-3387.jpg	http://images.icecat.biz/img/norm/low/1429-3387.jpg	http://images.icecat.biz/thumbs/1429.jpg	14111522	714	CHP412		premium choice laser paper, A4 (250 sheets)	1		1	DE	20170408082148
1430	CHP120	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1430;mi=start;smi=product;	1				14111522	714	CHP120		CHP120	1		1	NL;DE;ES	20170802013852
1431	CHP113	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1431;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1431_high_1501679632_9412_27044.jpg	http://images.icecat.biz/img/gallery_lows/img_1431_low_1501679634_5167_27044.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1431_thumb_1501679635_537_27044.jpg	14111522	714	CHP113	3141725000368	CHP113	1		1	GB;DE	20170809142914
1432	C2936A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1432;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1432_high_1496968787_5284_29171.jpg	http://images.icecat.biz/img/gallery_lows/img_1432_low_1496968822_4106_29171.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1432_thumb_1496968845_3781_29171.jpg	44103118	853	C2936A	0088698042687;0886980426876	Color and Monochrome Laser Transparencies-50 sht/A4/210 x 297 mm	1		1	GB;DE;NO	20170609024113
1433	C6984A	SUPPLIER	http://prf.icecat.biz/index.cgi?product_id=1433;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1433-9159.jpg	http://images.icecat.biz/img/norm/low/1433-1152.jpg	http://images.icecat.biz/thumbs/1433.jpg	14121812	847	C6984A	5705965523407	photo-quality paper, semi-glossy, two-sided, A4 (25 sheets)	1		1	DE	20170329120110
1434	C6951A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1434;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1434_high_1496969065_9332_29265.jpg	http://images.icecat.biz/img/gallery_lows/img_1434_low_1496969102_9527_29265.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1434_thumb_1496969129_1429_29265.jpg	14121812	847	C6951A	0088698839959;8170598695123;0886988399592;5705965480861	C6951A	1		1	NL;DE;ES	20170609024555
1435	C1821A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1435;mi=start;smi=product;	1	http://images.icecat.biz/img/gallery/img_1435_high_1496968764_1911_29337.jpg	http://images.icecat.biz/img/gallery_lows/img_1435_low_1496968792_3028_29337.jpg	http://images.icecat.biz/img/gallery_thumbs/img_1435_thumb_1496968812_2009_29337.jpg	14111522	714	C1821A	0088698115800;0886981158004	C1821A	1		1	DE;DK;SE	20170706123424
1436	Q1742A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1436;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1436-HP.jpg	http://images.icecat.biz/img/norm/low/1436-HP.jpg	http://images.icecat.biz/thumbs/1436.jpg	14111522	714	Q1742A	7251848259898;0725184825989	Q1742A	1		1	GB;DE;ES	20170722233957
1437	Q1709A	SUPPLIER	http://prf.icecat.biz/index.cgi?product_id=1437;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1437-2001.jpg	http://images.icecat.biz/img/norm/low/1437-2001.jpg	http://images.icecat.biz/thumbs/1437.jpg	14111500	692	Q1709A		fine art papier, crÃ¨me (rol, 914 mm)	1		0		20170329110505
1438	Q1715A	SUPPLIER	http://prf.icecat.biz/index.cgi?product_id=1438;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1438-HP.jpg	http://images.icecat.biz/img/norm/low/1438-HP.jpg	http://images.icecat.biz/thumbs/1438.jpg	14111596	971	Q1715A	0725184825712	Sahara Fine Art Paper 140 g/mÂ²-36"/914 mm x 10.7 m	1		1	GB	20170329110505
1439	Q1739A	SUPPLIER	http://prf.icecat.biz/index.cgi?product_id=1439;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1439.jpg	http://images.icecat.biz/img/norm/low/1439.jpg	http://images.icecat.biz/thumbs/1439.jpg	14111500	692	Q1739A		heat transfer papier (rol, 914 mm)	1		0		20170329110505
1440	Q1733A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1440;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1440-HP.jpg	http://images.icecat.biz/img/norm/low/1440-HP.jpg	http://images.icecat.biz/thumbs/1440.jpg	14111522	714	Q1733A	0725184825897;7251848258976	Q1733A	1		1	GB;DE;FI;SE;LU	20170721193806
1441	Q1734A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1441;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1441-8783.jpg	http://images.icecat.biz/img/norm/low/1441-8783.jpg	http://images.icecat.biz/thumbs/1441.jpg	14111596	971	Q1734A	0725184825903	Q1734A	1		1	GB	20170329110505
1442	Q1899A	SUPPLIER	http://prf.icecat.biz/index.cgi?product_id=1442;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1442-9870.jpg	http://images.icecat.biz/img/norm/low/1442-9870.jpg	http://images.icecat.biz/thumbs/1442.jpg	14111500	692	Q1899A		scrim banner (rol, 1067 mm)	1		1	DE	20170329110505
1443	Q1901A	SUPPLIER	http://prf.icecat.biz/index.cgi?product_id=1443;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1443-9368.jpg	http://images.icecat.biz/img/norm/low/1443-9368.jpg	http://images.icecat.biz/thumbs/1443.jpg	14111500	692	Q1901A		scrim banner (rol, 1372 mm)	1		0		20170329110505
1444	Q1914A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1444;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1444-HP.jpg	http://images.icecat.biz/img/norm/low/1444-HP.jpg	http://images.icecat.biz/thumbs/1444.jpg	13111299	844	Q1914A	0088698419281;0886984192814;7612392097648;7082014032447;4102014032650;3112014032520	Two-view Cling Film	1		1	NL;BE;GB;DE;DK;FI;NO;SE;IT;ES;LU	20170722234016
1445	Q1915A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1445;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1445-HP.jpg	http://images.icecat.biz/img/norm/low/1445-HP.jpg	http://images.icecat.biz/thumbs/1445.jpg	13111299	844	Q1915A	0088698419298;0886984192982	Two-view Cling Film	1		1	NL;BE;GB;DE;DK;FI;SE;IT;ES	20170722234017
1446	C1882A	SUPPLIER	http://prf.icecat.biz/index.cgi?product_id=1446;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1446-HP.jpg	http://images.icecat.biz/img/norm/low/1446-HP.jpg	http://images.icecat.biz/thumbs/1446.jpg	13111299	844	C1882A		3M Changeable Opaque Imaging Media-914 mm x 13.7 m (36 in x 45 ft)	1		1	GB;DE	20170329110506
1447	C1886A	SUPPLIER	http://prf.icecat.biz/index.cgi?product_id=1447;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1447-HP.jpg	http://images.icecat.biz/img/norm/low/1447-HP.jpg	http://images.icecat.biz/thumbs/1447.jpg	13111299	844	C1886A	0088698553688	3M Matte Overlaminate Paper-1372 mm x 22.9 m (54 in x 75 ft)	1		1	GB;DE	20170329110506
1448	C6779A	SUPPLIER	http://prf.icecat.biz/index.cgi?product_id=1448;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1448-HP.jpg	http://images.icecat.biz/img/norm/low/1448-HP.jpg	http://images.icecat.biz/thumbs/1448.jpg	13111299	844	C6779A	0002518414249;0088698523063	Colorlucent Backlit UV Film-1372 mm x 30.5 m (54 in x 100 ft)	1		1	GB;DE	20170609010951
1449	C6780A	SUPPLIER	http://prf.icecat.biz/index.cgi?product_id=1449;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1449-HP.jpg	http://images.icecat.biz/img/norm/low/1449-HP.jpg	http://images.icecat.biz/thumbs/1449.jpg	14111596	971	C6780A	0886985230706;0088698523070	Colorlucent Backlit UV Film-1524 mm x 30.5 m (60 in x 100 ft)	1		1	GB;DE	20170609010951
1450	Q1396A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1450;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1450-HP.jpg	http://images.icecat.biz/img/norm/low/1450-HP.jpg	http://images.icecat.biz/thumbs/1450.jpg	14111522	714	Q1396A	7251846601606;0725184814310;5051964024590;5053676833583;4082014025107;0082014025125;4053162296169;0725184660160;0890552550630;0848412013641;5054629052983	Q1396A	1		1	NL;BE;FR;UA;GB;DE;BG;RU;CY;IE;PT;IS;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AF;CA;CL;MX;TG;TR;LU	20170722234012
1450	HPQ1396A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1450;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1450-HP.jpg	http://images.icecat.biz/img/norm/low/1450-HP.jpg	http://images.icecat.biz/thumbs/1450.jpg	14111522	714	Q1396A	7251846601606;0725184814310;5051964024590;5053676833583;4082014025107;0082014025125;4053162296169;0725184660160;0890552550630;0848412013641;5054629052983	Q1396A	1		1	NL;BE;FR;UA;GB;DE;BG;RU;CY;IE;PT;IS;DK;PL;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;AF;CA;CL;MX;TG;TR;LU	20170722234012
1451	Q1397A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1451;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1451-HP.jpg	http://images.icecat.biz/img/norm/low/1451-HP.jpg	http://images.icecat.biz/thumbs/1451.jpg	14111510	702	Q1397A	7251846601774;5704327049975;0725184814334;8484120136580;4053162296176;0854432526108;0725184660177;0848412013658;5054629074350	Q1397A	1		1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;IS;DK;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;CA;CL;MX;NZ;LU	20170722233954
1451	HPQ1397A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1451;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1451-HP.jpg	http://images.icecat.biz/img/norm/low/1451-HP.jpg	http://images.icecat.biz/thumbs/1451.jpg	14111510	702	Q1397A	7251846601774;5704327049975;0725184814334;8484120136580;4053162296176;0854432526108;0725184660177;0848412013658;5054629074350	Q1397A	1		1	NL;BE;FR;UA;GB;DE;BG;RU;LT;CY;IE;PT;IS;DK;HU;FI;NO;SE;CH;IT;ES;SK;CZ;AT;US;AU;CA;CL;MX;NZ;LU	20170722233954
1452	C7968A	ICECAT	http://prf.icecat.biz/index.cgi?product_id=1452;mi=start;smi=product;	1	http://images.icecat.biz/img/norm/high/1452-HP.jpg	http://images.icecat.biz/img/norm/low/1452-HP.jpg	http://images.icecat.biz/thumbs/1452.jpg	14111596	971	C7968A		C7968A	1		1	ES	20170329110506
