CAPITANERIA DI PORTO DI GENOVA;270;;;Dir  Resp  Applicativi E Software;GE;CAPITANERIA DI PORTO DI GENOVA;Repubblica Italiana;Italy;Italy               ;GE;IT13;LIGURIA;;GENOVA;16128;;;;VIA MAGAZZINI GENERALI 4;;;Legislative bodies;9121;912;Legislative bodies;49.3;GOVT;GOVT;GOVT;450;270;E00045100;80034490104;10 to 24;270;SFT ITD                                                         ;27;;;;100;308008889;882090;;GE; ;10;Yes;10000 +;4;14;$100 million +;$10 to $24 million;$100 million +;$100 million +;$100 million +;$5 to $9 million;2500 +;8330;2318;5;10000 +; ;Yes;10000 +;29;;;;;HP;;; ; ;5;399; ; ; ;1 to 4;205;47;81;1;1;;0;2;5;500 TB to 1 PB;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Europe;;;;;;;;;102777472;IT1;NORD OVEST;IT133;GENOVA;;16;;;;;cpgenova.it;91;Local;921120;GOV-Legislative Bodies;GOV-Executive/Legislative/Oth Generl Govrnmnt Sppt;H;TRANSPORTATION AND STORAGE;49;Land transport and transport via pipelines;49.3;49.31;Urban and suburban passenger land transport;Other passenger land transport;8;476;743461;10000 +;179266;$100 million +;$100 million +;$25 to $49 million;0;0;SA;476;DEC;1980;Branch;            ;0;            ;0;Yes;;80034490104;5000 to 9999;10000 +;250 to 499;1455;3+ PB; ;125010;98820;288900;369360;0;66131;0;0;5;3;2;5; ; ;5;3; ; ;5;5; ;5;2;3;4;1;5;1;0;<$5 million;<250;<50;18;<250;40;<250; ; ; ; ; ;   ; ;           ; ; ;   ;   ;   ;   ;   ;0;<250;5; ;   ;   ; ; ; ;   ;   ;   ;   ; ;   ; ;Yes;   ;   ; ; ; ; ; ;   ;   ;   ;   ;   ;   ;Yes;Yes;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;Yes;Yes;   ;   ;   ;   ;   ;   ;   ;   ;   ;Yes;   ;   ;   ;   ;   ;Yes;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;Yes;   ;   ;Yes;   ;;Sig.;;;;VIA MAGAZZINI GENERALI 4;;GENOVA;16128;;ITA;GE;;;;;;;;;;;;;;; ; ; ; ; ; ; ; ; ;5; ; ;5;;LENOVO;ACER;;;;;;;;;;;;;;;;BESPOKE;;;;;;;;;MICROSOFT;BESPOKE;;OTHER;;;;;;;;;;OTHER;;;CISCO;;;OTHER;;;SELTA;;;;TELECOM-ITA;;SAMSUNG;GOOGLE
CIF OIL CENTRO INTERNAZIONALE DI FORMAZIONE DELL ORGANIZZAZIONE INTERNAZION;200;;;Direttore Sistemi Informativi;TO;CIF OIL CENTRO INTERNAZIONALE DI FORMAZIONE DELL ORGANIZZAZIONE INTERNAZION;Cif Oil Centro Internazionale Di Formazione Dell'organizzazione Internazionale Del Lavoro;Italy;Italy               ;TO;IT11;PIEMONTE;;TORINO;10127;;;;VIALE MAESTRI DEL LAVORO 10;;;Schools & educational services, nec;8299;829;Schools & educational services, nec;85.5;EDUC;Educ-Other;EDU-UNIV.OTH;3;200;E02775681;80102900018;1 to 4;157;ITD                                                             ;11;;;;1;308033737;67800;;TO; ;100;Yes;<250;6;8;<$5 million;<$5 million;<$5 million;<$5 million;<$5 million;<$5 million;<50;473;89;3;<250; ;Yes;<250;4;;VMWARE;;;HP;;; ; ;5;184; ; ; ;1 to 4;105;38;39;7;39;;0;2;3;100 to 500 TB;500;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Europe;;;;;;;;;116936676;IT1;NORD OVEST;IT111;TORINO;;10;;;;;itcilo.org;82;;611699;EDU-All Other Miscellaneous Schools & Instruction;EDU-Educational Services;P;EDUCATION;85;Education;85.5;85.59;Other education n.e.c.;Other education;8;4;200;<250;4;<$5 million;<$5 million;0;0;0;SA;4;DEC;1965;Standalone;            ;0;            ;0;   ;;IT80102900018;<250;<250;<250;2;100 to 500 TB;;9600;7600;22200;28400;0;5103;0;0;5;1;1;3; ; ;2;2; ; ;2;2; ;2;3;2;1;1;4;1;0;<$5 million;<250;<50;12;<250;17;<250; ; ; ; ; ;   ; ;           ; ; ;Yes;Yes;Yes;Yes;   ;0;<250;5; ;   ;   ; ; ; ;   ;   ;   ;   ; ;   ; ;Yes;   ;   ; ; ; ; ; ;   ;   ;   ;   ;   ;   ;Yes;Yes;   ;   ;   ;   ;   ;   ;   ;Yes;   ;   ;   ;Yes;Yes;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;Yes;   ;   ;   ;   ;   ;Yes;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;Yes;Yes;   ;Yes;   ;;Sig.;;;;VIALE MAESTRI DEL LAVORO 10;;TORINO;10127;;ITA;TO;;;;;;;;;;;;;;; ;5;5; ; ; ; ; ; ;5; ; ; ;;HP;HP;;;;;;;ORACLE;;;ORACLE;;;;;;ORACLE;ORACLE;;;;;;;;MYSQL-AB;ORACLE;;SOPHOS;;;;HP;;;;;;TELECOM-ITA;;;CISCO;;;TELECOM-ITA;;;NORTEL;;;TELECOM-ITA;TELECOM-ITA;;RIM;RIM
CIF OIL CENTRO INTERNAZIONALE DI FORMAZIONE DELL ORGANIZZAZIONE INTERNAZION;200;;;It Manager;TO;CIF OIL CENTRO INTERNAZIONALE DI FORMAZIONE DELL ORGANIZZAZIONE INTERNAZION;Cif Oil Centro Internazionale Di Formazione Dell'organizzazione Internazionale Del Lavoro;Italy;Italy               ;TO;IT11;PIEMONTE;;TORINO;10127;;;;VIALE MAESTRI DEL LAVORO 10;;;Schools & educational services, nec;8299;829;Schools & educational services, nec;85.5;EDUC;Educ-Other;EDU-UNIV.OTH;3;200;E02775681;80102900018;1 to 4;157;ITD                                                             ;12;;;;1;308033737;67800;;TO; ;100;Yes;<250;6;8;<$5 million;<$5 million;<$5 million;<$5 million;<$5 million;<$5 million;<50;473;89;3;<250; ;Yes;<250;4;;VMWARE;;;HP;;; ; ;5;184; ; ; ;1 to 4;105;38;39;7;39;;0;2;3;100 to 500 TB;500;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Europe;;;;;;;;;116936676;IT1;NORD OVEST;IT111;TORINO;;10;;;;;itcilo.org;82;;611699;EDU-All Other Miscellaneous Schools & Instruction;EDU-Educational Services;P;EDUCATION;85;Education;85.5;85.59;Other education n.e.c.;Other education;8;4;200;<250;4;<$5 million;<$5 million;0;0;0;SA;4;DEC;1965;Standalone;            ;0;            ;0;   ;;IT80102900018;<250;<250;<250;2;100 to 500 TB;;9600;7600;22200;28400;0;5103;0;0;5;1;1;3; ; ;2;2; ; ;2;2; ;2;3;2;1;1;4;1;0;<$5 million;<250;<50;12;<250;17;<250; ; ; ; ; ;   ; ;           ; ; ;Yes;Yes;Yes;Yes;   ;0;<250;5; ;   ;   ; ; ; ;   ;   ;   ;   ; ;   ; ;Yes;   ;   ; ; ; ; ; ;   ;   ;   ;   ;   ;   ;Yes;Yes;   ;   ;   ;   ;   ;   ;   ;Yes;   ;   ;   ;Yes;Yes;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;Yes;   ;   ;   ;   ;   ;Yes;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;Yes;Yes;   ;Yes;   ;;Sra;;;;VIALE MAESTRI DEL LAVORO 10;;TORINO;10127;;ITA;TO;;;;;;;;;;;;;;; ;5;5; ; ; ; ; ; ;5; ; ; ;;HP;HP;;;;;;;ORACLE;;;ORACLE;;;;;;ORACLE;ORACLE;;;;;;;;MYSQL-AB;ORACLE;;SOPHOS;;;;HP;;;;;;TELECOM-ITA;;;CISCO;;;TELECOM-ITA;;;NORTEL;;;TELECOM-ITA;TELECOM-ITA;;RIM;RIM
CIF OIL CENTRO INTERNAZIONALE DI FORMAZIONE DELL ORGANIZZAZIONE INTERNAZION;200;;;Computer Operations Manager;TO;CIF OIL CENTRO INTERNAZIONALE DI FORMAZIONE DELL ORGANIZZAZIONE INTERNAZION;Cif Oil Centro Internazionale Di Formazione Dell'organizzazione Internazionale Del Lavoro;Italy;Italy               ;TO;IT11;PIEMONTE;;TORINO;10127;;;;VIALE MAESTRI DEL LAVORO 10;;;Schools & educational services, nec;8299;829;Schools & educational services, nec;85.5;EDUC;Educ-Other;EDU-UNIV.OTH;3;200;E02775681;80102900018;1 to 4;157;ITD                                                             ;14;;;;1;308033737;67800;;TO; ;100;Yes;<250;6;8;<$5 million;<$5 million;<$5 million;<$5 million;<$5 million;<$5 million;<50;473;89;3;<250; ;Yes;<250;4;;VMWARE;;;HP;;; ; ;5;184; ; ; ;1 to 4;105;38;39;7;39;;0;2;3;100 to 500 TB;500;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Europe;;;;;;;;;116936676;IT1;NORD OVEST;IT111;TORINO;;10;;;;;itcilo.org;82;;611699;EDU-All Other Miscellaneous Schools & Instruction;EDU-Educational Services;P;EDUCATION;85;Education;85.5;85.59;Other education n.e.c.;Other education;8;4;200;<250;4;<$5 million;<$5 million;0;0;0;SA;4;DEC;1965;Standalone;            ;0;            ;0;   ;;IT80102900018;<250;<250;<250;2;100 to 500 TB;;9600;7600;22200;28400;0;5103;0;0;5;1;1;3; ; ;2;2; ; ;2;2; ;2;3;2;1;1;4;1;0;<$5 million;<250;<50;12;<250;17;<250; ; ; ; ; ;   ; ;           ; ; ;Yes;Yes;Yes;Yes;   ;0;<250;5; ;   ;   ; ; ; ;   ;   ;   ;   ; ;   ; ;Yes;   ;   ; ; ; ; ; ;   ;   ;   ;   ;   ;   ;Yes;Yes;   ;   ;   ;   ;   ;   ;   ;Yes;   ;   ;   ;Yes;Yes;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;Yes;   ;   ;   ;   ;   ;Yes;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;   ;Yes;Yes;   ;Yes;   ;;Sig.;;;;VIALE MAESTRI DEL LAVORO 10;;TORINO;10127;;ITA;TO;;;;;;;;;;;;;;; ;5;5; ; ; ; ; ; ;5; ; ; ;;HP;HP;;;;;;;ORACLE;;;ORACLE;;;;;;ORACLE;ORACLE;;;;;;;;MYSQL-AB;ORACLE;;SOPHOS;;;;HP;;;;;;TELECOM-ITA;;;CISCO;;;TELECOM-ITA;;;NORTEL;;;TELECOM-ITA;TELECOM-ITA;;RIM;RIM
CITTADELLA DELLA CARITA;165;;;Direttore Sistemi Informativi   Rete;TA;CITTADELLA DELLA CARITA;Cittadella Della Carita;Italy;Italy               ;TA;;;;TARANTO;74123;;;;PIAZZALE MONSIGNOR GUGLIELMO MOTOLESE 1;QUARTIERE PAOLO VI;;Specialty hospitals, except psychiatric;8069;806;Hospitals;86.1;MED;MED-HOSP;Med-Hospital;6;219;E02748165;1051420733;1 to 4;77;ITD NET                                                         ;8;;;;1;308032030;119130;;TA; ;0;No;<250;2;3;<$5 million;<$5 million;<$5 million;<$5 million;<$5 million;<$5 million;<50;799;16;4;<250; ;Yes;<250;6;;;;;UNSPECIFIED;;; ; ;5;82; ; ; ;;59;13;23;16;20;;0;0;4;50 to 100 TB;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Europe;;;;;;;;;994732300;;;;;;74;;;;;cittadelladellacarita.it;80;;622310;HLTH-Spclty (not Psychiatric/Substance Abuse) Hosp;HLTH-Hospitals;Q;HUMAN HEALTH AND SOCIAL WORK ACTIVITIES;86;Human health activities;86.1;86.10;Hospital activities;Hospital activities;8;7;165;<250;7;<$5 million;<$5 million;0;0;0;  ;7;DEC;1983;Standalone;            ;0;            ;0;   ;;IT01051420733;<250;<250;<250;0;50 to 100 TB;;16830;13365;39105;49830;0;8639;0;0;5;5;1;4; ; ;5;2; ; ;2;3; ;3;4;2;5;1;5;1;0;<$5 million;<250;<50;5;<250;11;<250; ; ; ; ; ;   ;5;           ;5; ;   ;   ;   ;   ;   ;0;<250;5; ;   ;   ; ; ; ;   ;   ;   ;   ; ;   ; ;Yes;   ;   ; ; ; ; ; ;Yes;   ;   ;   ;   ;   ;Yes;Yes;Yes;   ;   ;Yes;Yes;Yes;   ;   ;   ;Yes;   ;   ;Yes;Yes;   ;   ;   ;   ;Yes;   ;   ;   ;   ;Yes;   ;   ;   ;   ;   ;Yes;   ;   ;   ;   ;   ;Yes;   ;   ;   ;   ;   ;   ;   ;   ;Yes;   ;   ;   ;Yes;;Sig.;;;;PIAZZALE MONSIGNOR GUGLIELMO MOTOLESE 1;QUARTIERE PAOLO VI;TARANTO;74123;;ITA;TA;;;;;;;;;;;;;;; ; ; ; ; ; ;5; ; ;5;5; ;5;;HP;HP;;;;HP;;;;;;;;;;;;OTHER;;;;;;;;;MICROSOFT;OTHER;;F-SECURE;;;;;;;;;;TELECOM-ITA;;;UNSPECIFIED;;;OTHER;TELECOM-ITA;;OTHER;;;OTHER;;;;
COMUNE DI BOLLATE;200;;;Resp  Server   Operazioni Informatiche;MI;COMUNE DI BOLLATE;Repubblica Italiana;Italy;Italy               ;MI;IT20;LOMBARDIA;;BOLLATE;20021;;;;PIAZZA ALDO MORO 1;;;Executive offices;9111;911;Executive offices;    ;GOVT;GOVT;GOVT;0;200;E00045100;801220153;10 to 24;0;SSA ITD COP                                                     ;9;;;;1;308003747;653400;;MI; ;0;No;10000 +;4;12;$100 million +;$10 to $24 million;$100 million +;$100 million +;$100 million +;$5 to $9 million;2500 +;6171;1717;5;10000 +; ;Yes;10000 +;18;UNSPECIFIED;VMWARE;;;;HP;; ; ; ;185; ; ; ;0;0;0;0;3;3;;0;1;4;500 TB to 1 PB;100;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Europe;;;;;;;;;235005399;IT2;LOMBARDIA;IT205;MILANO;;20;;;;;comune.bollate.mi.it;91;Local;921110;GOV-Executive Offices;GOV-Executive/Legislative/Oth Generl Govrnmnt Sppt;O;PUBLIC ADMINISTRATION AND DEFENCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMUNE DI BOLLATE;200;;;Direttore Sistemi Informativi   Rete;MI;COMUNE DI BOLLATE;Repubblica Italiana;Italy;Italy               ;MI;IT20;LOMBARDIA;;BOLLATE;20021;;;;PIAZZA ALDO MORO 1;;;Executive offices;9111;911;Executive offices;    ;GOVT;GOVT;GOVT;0;200;E00045100;801220153;10 to 24;0;ITD NET                                                         ;14;;;;1;308003747;653400;;MI; ;0;No;10000 +;4;12;$100 million +;$10 to $24 million;$100 million +;$100 million +;$100 million +;$5 to $9 million;2500 +;6171;1717;5;10000 +; ;Yes;10000 +;18;UNSPECIFIED;VMWARE;;;;HP;; ; ; ;185; ; ; ;0;0;0;0;3;3;;0;1;4;500 TB to 1 PB;100;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Europe;;;;;;;;;235005399;IT2;LOMBARDIA;IT205;MILANO;;20;;;;;comune.bollate.mi.it;91;Local;921110;GOV-Executive Offices;GOV-Executive/Legislative/Oth Generl Govrnmnt Sppt;O;PUBLIC ADMINISTRATION AND DEFENCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMUNE DI BOLLATE;200;;;Resp  Dei Sistemi Centrali E Server;MI;COMUNE DI BOLLATE;Repubblica Italiana;Italy;Italy               ;MI;IT20;LOMBARDIA;;BOLLATE;20021;;;;PIAZZA ALDO MORO 1;;;Executive offices;9111;911;Executive offices;    ;GOVT;GOVT;GOVT;0;200;E00045100;801220153;10 to 24;0;SSA ITD                                                         ;21;;;;1;308003747;653400;;MI; ;0;No;10000 +;4;12;$100 million +;$10 to $24 million;$100 million +;$100 million +;$100 million +;$5 to $9 million;2500 +;6171;1717;5;10000 +; ;Yes;10000 +;18;UNSPECIFIED;VMWARE;;;;HP;; ; ; ;185; ; ; ;0;0;0;0;3;3;;0;1;4;500 TB to 1 PB;100;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Europe;;;;;;;;;235005399;IT2;LOMBARDIA;IT205;MILANO;;20;;;;;comune.bollate.mi.it;91;Local;921110;GOV-Executive Offices;GOV-Executive/Legislative/Oth Generl Govrnmnt Sppt;O;PUBLIC ADMINISTRATION AND DEFENCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMUNE DI BOLLATE;200;;;Resp  Operazioni Informatiche;MI;COMUNE DI BOLLATE;Repubblica Italiana;Italy;Italy               ;MI;IT20;LOMBARDIA;;BOLLATE;20021;;;;PIAZZA ALDO MORO 1;;;Executive offices;9111;911;Executive offices;    ;GOVT;GOVT;GOVT;0;200;E00045100;801220153;10 to 24;0;COP ITD                                                         ;23;;;;1;308003747;653400;;MI; ;0;No;10000 +;4;12;$100 million +;$10 to $24 million;$100 million +;$100 million +;$100 million +;$5 to $9 million;2500 +;6171;1717;5;10000 +; ;Yes;10000 +;18;UNSPECIFIED;VMWARE;;;;HP;; ; ; ;185; ; ; ;0;0;0;0;3;3;;0;1;4;500 TB to 1 PB;100;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Europe;;;;;;;;;235005399;IT2;LOMBARDIA;IT205;MILANO;;20;;;;;comune.bollate.mi.it;91;Local;921110;GOV-Executive Offices;GOV-Executive/Legislative/Oth Generl Govrnmnt Sppt;O;PUBLIC ADMINISTRATION AND DEFENCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMUNE DI BOLLATE;200;;;It Manager;MI;COMUNE DI BOLLATE;Repubblica Italiana;Italy;Italy               ;MI;IT20;LOMBARDIA;;BOLLATE;20021;;;;PIAZZA ALDO MORO 1;;;Executive offices;9111;911;Executive offices;    ;GOVT;GOVT;GOVT;0;200;E00045100;801220153;10 to 24;0;ITD                                                             ;26;;;;1;308003747;653400;;MI; ;0;No;10000 +;4;12;$100 million +;$10 to $24 million;$100 million +;$100 million +;$100 million +;$5 to $9 million;2500 +;6171;1717;5;10000 +; ;Yes;10000 +;18;UNSPECIFIED;VMWARE;;;;HP;; ; ; ;185; ; ; ;0;0;0;0;3;3;;0;1;4;500 TB to 1 PB;100;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Europe;;;;;;;;;235005399;IT2;LOMBARDIA;IT205;MILANO;;20;;;;;comune.bollate.mi.it;91;Local;921110;GOV-Executive Offices;GOV-Executive/Legislative/Oth Generl Govrnmnt Sppt;O;PUBLIC ADMINISTRATION AND DEFENCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
